Altium Designer Pick and Place Locations
C:\PCB_Projects\gridiron-dashcam-v2.0A\dashcam_v2.0E\Manufacturing\Assembly\Pick Place\Dashcam_V2.0E_E_2025-02-17.csv

========================================================================================================================
File Design Information:

Date:       17/02/25
Time:       22:04
Revision:   da23e97deb776c06a610ef88e46ec8fd4f1e9874
Variant:    Base Variant
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R40","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","55.0366","31.6362","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R41","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","54.0968","31.5600","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R42","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","67.3048","35.0652","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R43","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","68.3462","35.0652","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R44","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","50.8710","23.9908","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R45","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","50.8710","23.0256","0","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R46","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","49.0422","26.2006","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R47","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","49.0422","28.2326","180","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R48","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","49.0422","25.1846","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R49","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","49.0422","29.2486","180","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R50","CR0402-FX-1004GLF","BottomLayer","RES_0402_RESC1005X04N","54.4524","28.6136","270","Res Thick Film 0402 1M Ohm 1% 1/16W ±100ppm/°C Molded SMD SMD Paper Tape on Plastic Reel"
"R51","470 kOhms","BottomLayer","RES_0402_1005","83.1000","20.2000","90","RES 470K OHM 1% 1/16W 0402"
"R52","47 kOhms","BottomLayer","RES_0402_1005","75.0000","20.8000","90","RES 47K OHM 1% 1/16W 0402"
"R53","47 kOhms","BottomLayer","RES_0402_1005","71.7000","20.7000","90","RES 47K OHM 1% 1/16W 0402"
"R54","130 kOhms","BottomLayer","YAGEO_RES_0402_1005","81.1000","18.0000","0","RES 130K OHM 1% 1/16W 0402"
"R55","15.4 kOhms","BottomLayer","RES_0402_1005","75.0000","18.3000","90","RES 15.4K OHM 1% 1/16W 0402"
"R56","154 kOhms","BottomLayer","RES_0402_1005","78.6000","18.0000","0","RES 154K OHM 1% 1/16W 0402"
"R57","10 kOhms","TopLayer","RES_0402_1005","75.3000","24.5000","0","RES SMD 10K OHM 1% 1/10W 0402"
"R58","10 kOhms","BottomLayer","RES_0402_1005","85.3440","19.5418","270","RES SMD 10K OHM 1% 1/10W 0402"
"R59","ERJ-2RKF2202X","BottomLayer","RES_0402_RESC1005X04N","75.8000","31.5000","0","Res Thick Film 0402 22K Ohm 1% 0.1W ±100ppm/°C Molded SMD Punched Carrier T/R"
"R60","ERJ-2RKF4701X","BottomLayer","RES_0402_RESC1005X04N","75.8000","32.5800","180","Res Thick Film 0402 4.7K Ohm 1% 0.1W ±100ppm/°C Molded SMD Punched Carrier T/R"
"R61","10 kOhms","BottomLayer","RES_0402_1005","86.2000","33.3000","0","RES SMD 10K OHM 1% 1/10W 0402"
"R62","ERJ-2RKF2202X","BottomLayer","RES_0402_RESC1005X04N","78.7000","37.7000","270","Res Thick Film 0402 22K Ohm 1% 0.1W ±100ppm/°C Molded SMD Punched Carrier T/R"
"R63","887 kOhms","BottomLayer","RES_0805_2012","87.6000","31.3000","0","RES SMD 887K OHM 1% 1/8W 0805"
"R64","10 kOhms","BottomLayer","RES_0402_1005","83.5914","36.3474","90","RES SMD 10K OHM 1% 1/10W 0402"
"R65","RC0402FR-07100KL","BottomLayer","RES_0402_RESC1005X04N","79.8500","37.7000","270","SMD Chip Resistor, 100 kOhm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R66","10 kOhms","BottomLayer","RES_0402_1005","85.3440","56.5150","180","RES SMD 10K OHM 1% 1/10W 0402"
"R67","887 kOhms","BottomLayer","RES_0805_2012","87.1000","47.7000","0","RES SMD 887K OHM 1% 1/8W 0805"
"R68","10 kOhms","BottomLayer","RES_0402_1005","86.5250","51.0000","0","RES SMD 10K OHM 1% 1/10W 0402"
"R69","10 kOhms","BottomLayer","RES_0402_1005","78.7400","55.5752","180","RES SMD 10K OHM 1% 1/10W 0402"
"R70","10 kOhms","TopLayer","RES_0402_1005","75.3250","41.3000","0","RES SMD 10K OHM 1% 1/10W 0402"
"R105","0 Ohms","TopLayer","RES_0402_1005","41.5000","2.0800","180","RES 0 OHM JUMPER 1/16W 0402"
"R107","47 kOhms","BottomLayer","RES_0402_1005","20.3962","18.3896","90","RES 47K OHM 1% 1/16W 0402"
"R108","47 kOhms","BottomLayer","RES_0402_1005","27.0717","18.4150","90","RES 47K OHM 1% 1/16W 0402"
"R109","47 kOhms","BottomLayer","RES_0402_1005","23.4950","18.4150","90","RES 47K OHM 1% 1/16W 0402"
"R110","47 kOhms","BottomLayer","RES_0402_1005","22.1050","18.3896","90","RES 47K OHM 1% 1/16W 0402"
"R111","47 kOhms","BottomLayer","RES_0402_1005","30.4050","18.4150","90","RES 47K OHM 1% 1/16W 0402"
"R112","47 kOhms","BottomLayer","RES_0402_1005","28.7383","18.4150","90","RES 47K OHM 1% 1/16W 0402"
"R113","ERJ-2GEJ103X","TopLayer","RES_0402_RESC1005X04N","54.2200","7.9000","180","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R122","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","6.6000","20.2000","270","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R125","RC0402FR-0733RL","BottomLayer","RES_0402_RESC1005X04N","11.3124","13.8000","180","SMD Chip Resistor, 33 Ohm, ± 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R126","RC0402FR-0733RL","BottomLayer","RES_0402_RESC1005X04N","13.4000","13.8000","0","SMD Chip Resistor, 33 Ohm, ± 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R129","RC0402FR-07100KL","BottomLayer","RES_0402_RESC1005X04N","9.6000","19.8500","90","SMD Chip Resistor, 100 kOhm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R130","100 Ohms","BottomLayer","RES_0402_1005","8.5344","19.7104","90","RES 100 OHM 1% 1/16W 0402"
"R131","AC0603FR-101KL","TopLayer","RES_0603_RESC1608X04N","11.5000","25.6000","180","Chip Resistor Automotive Grade Thick Film 0603 1kOhm 1% Paper T/R"
"R132","RC0201FR-0710KL","TopLayer","RES_0201_RESC0603X02N","9.6779","55.6000","90","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R133","RC0201FR-0710KL","TopLayer","RES_0201_RESC0603X02N","10.4000","55.6000","90","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R138","RC0402JR-072K2L","TopLayer","RES_0402_RESC1005X04N","63.5000","61.3350","180","SMD Chip Resistor, 2.2 kOhm, ± 5%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R139","RC0402JR-072K2L","TopLayer","RES_0402_RESC1005X04N","63.5000","62.6000","180","SMD Chip Resistor, 2.2 kOhm, ± 5%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R142","RC0402FR-07100KL","TopLayer","RES_0402_RESC1005X04N","76.1000","62.7000","180","SMD Chip Resistor, 100 kOhm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R143","RC0402FR-07100KL","TopLayer","RES_0402_RESC1005X04N","76.1000","61.3350","180","SMD Chip Resistor, 100 kOhm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R146","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","33.7312","4.8514","270","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R147","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","36.4998","7.2644","0","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R148","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","36.4998","8.1280","0","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R149","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","36.4998","9.0170","0","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R150","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","32.4000","4.8514","270","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R151","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","28.1940","7.3406","180","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R152","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","28.1940","8.1534","180","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R153","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","28.1940","9.0424","180","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R154","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","33.0067","10.3124","270","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R155","12 kOhms","BottomLayer","RES_0402_1005","70.3800","11.0236","180","RES 12K OHM 1% 1/16W 0402"
"R156","ERJ-2GEJ103X","TopLayer","RES_0402_RESC1005X04N","66.7000","6.2000","180","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"SW1","218-4LPSTR","TopLayer","SW_DIP_SOIC127P844X265-8N","69.6000","60.7000","180","Switch DIP ON OFF SPST 4 Recessed Slide 0.025A 24VDC Gull Wing 1000Cycles 1.27mm SMD T/R"
"U1","MIMX8ML8DVNLZAB","TopLayer","IC_MPU_BGA548C50P29X29_1500X1500X148","35.0278","35.0250","0","i.MX 8M Plus, Consumer, / TRAY TRAY MULTIPLE DP BAKEABLE RoHS Compliant: Yes"
"U2","MT53E1G32D2FW-046WT:A","TopLayer","IC_DRAM_BGA200_0P65X0P8_10P1X14P6","18.0278","35.0250","180","LPDDR4 32G 1GX32 FBGA DDP"
"U3","SDINBDG4-32G-I1","TopLayer","IC_MEMORY_eMMC","55.7639","46.9933","0","Inand 7250 32GB Industrial Wide Temp -25C+85C EMMC5.1 HS400"
"U4","PCA9450CHNY","TopLayer","IC_PMIC_QFN40P800X800X100-57N-D","60.5876","29.9056","0","SAMPLE FPN ONLY - Power Management Specialized - PMIC PMIC for i.MX8M Plus(865S)"
"U5","LM73100RPWR","BottomLayer","FP-RPW0010A-MFG","80.2750","20.8750","90","2.7-V TO 23-V, 5.5-A IDEAL DIODE"
"U6","PCMF1USB3SZ","TopLayer","ESD_PESD1USB3BCX","81.8000","28.4500","270","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"U7","HD3SS3212IRKSR","TopLayer","FP-RKS0020A-MFG","75.9000","28.2000","0","IC MUX 2:1 8 OHM 20VQFN"
"U8","SN74LVC1G04DBVR","BottomLayer","FP-DBV0005A-MFG","87.5284","20.2692","270","IC INVERTER 1CH 1-INP SOT23-5"
"U9","TUSB321AIRWBR","BottomLayer","FP-RWB0012A-MFG","87.5500","28.4000","0","IC INTERFACE SPECIALIZED 12X2QFN"
"U10","TPS2065CDBVR-2","BottomLayer","FP-DBV0005A-IPC_A","87.7000","36.6000","270","IC PWR SWITCH N-CHAN 1:1 SOT23-5"
"U11","SN74LV1T34DBVR","BottomLayer","FP-DBV0005A-IPC_B","73.7279","51.7144","180","IC BUF NON-INVERT 5.5V SOT23-5"
"U12","SN74LVC1G04DBVR","BottomLayer","FP-DBV0005A-MFG","86.0552","53.8734","180","IC INVERTER 1CH 1-INP SOT23-5"
"U13","TUSB321AIRWBR","BottomLayer","FP-RWB0012A-MFG","87.1000","45.0000","0","IC INTERFACE SPECIALIZED 12X2QFN"
"U14","SN74LVC1G04DBVR","BottomLayer","FP-DBV0005A-MFG","79.4512","51.5620","180","IC INVERTER 1CH 1-INP SOT23-5"
"U15","PCMF2USB3SZ","TopLayer","ESD_PCMF2USB3SZ","82.0000","42.5500","270","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"U16","HD3SS3212IRKSR","TopLayer","FP-RKS0020A-MFG","75.9000","44.8000","0","IC MUX 2:1 8 OHM 20VQFN"
"U17","PCMF2USB3SZ","TopLayer","ESD_PCMF2USB3SZ","82.0000","47.0500","270","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"U18","PCMF2USB3SZ","TopLayer","ESD_PCMF2USB3SZ","81.8000","30.6500","270","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"U19","PCMF1USB3SZ","TopLayer","ESD_PESD1USB3BCX","82.4000","44.8000","270","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"U20","NEO-M9N-00B","TopLayer","IC_MODULE_UBLOX_NEOM9N00B","9.2000","16.7000","90","GNSS module, Flash, TCXO, SAW, LNA, LCC, 12x16 mm Professional Grade"
"U21","ICM-20948","TopLayer","IC_IMU_TDK_InvenSense_0_IPC_A","10.8780","52.4752","0","IMU (Inertial Measurement Unit), 9-Axis, Accelerometer, Gyroscope, Compass"
"U22","NTS0104GU12,115","BottomLayer","IC_LEVEL_TRASLATOR_XQFN12_0P4_1P8X2P1","11.7000","17.3000","270","NTS0104 Series 50 Mbps Dual Supply 3-ST O-DRN Translating Transceiver- XQFN-12"
"U23","LBEE5QD1ZM-572","TopLayer","IC_WIFI_BLE_LBEE5QD1ZM572","48.3000","7.6500","270","2.4 to 5.825GHz Bluetooth WiFi 802.11a/b/g/-c, Bluetooth v5.1 Transceiver Module"
"U24","NTS0104GU12,115","BottomLayer","IC_LEVEL_TRASLATOR_XQFN12_0P4_1P8X2P1","33.0749","7.7125","180","NTS0104 Series 50 Mbps Dual Supply 3-ST O-DRN Translating Transceiver- XQFN-12"
"U25","FT2232HQ-Reel","TopLayer","FP-FT2232HQ-Reel-MFG","72.9280","8.9752","0","IC USB HS DUAL UART/FIFO 64-QFN"
"U26","AP2114H-3.3TRG1","BottomLayer","IC_REG_SOT230P700X180-4N","77.1000","7.4000","270","IC REG LDO 3.3V 1A SOT223"
"U27","PCMF2USB3SZ","BottomLayer","ESD_PCMF2USB3SZ","81.8000","26.0500","90","PCMFxUSB3S - Common-mode EMI filter for differential channels with integrated ESD protection"
"Y1","TSX-3225 24.0000MF15X-AC3","BottomLayer","CRYSTAL_24MHz_OSCCC320X250X60","49.2200","37.8846","0","24 MHz ±10ppm Crystal 9pF 40 Ohms 4-SMD, No Lead"
"Y2","ABS07-32.768KHZ-T","BottomLayer","CRYSTAL_ABS07-32.768KHZ-T","49.3724","32.0934","180","Crystal 0.032768MHz ±20ppm (Tol) 12.5pF Flexural 70000Ohm 2-Pin CSMD T/R"
"Y3","ABS07-32.768KHZ-T","TopLayer","CRYSTAL_ABS07-32.768KHZ-T","53.7920","28.4358","270","Crystal 0.032768MHz ±20ppm (Tol) 12.5pF Flexural 70000Ohm 2-Pin CSMD T/R"
"Y4","W3011A","TopLayer","FP-W3011A-MFG","2.7750","27.4000","270","RF ANT 1.575GHZ CHIP SOLDER SMD"
"Y5","ABM3-12.000MHZ-D2Y-T","BottomLayer","FP-ABM3-MFG","65.1254","17.0091","180","Crystal 12MHz ±20ppm 18pF SMD-2 5mm x 3.2mm"
